CN,eval_period,LAT,LON,STDAGE,v4_class,v5_class,v5_total,potapov_rh95,hagan_value
451063786489998,2014-2018,44.728845,-67.175333,74,Not LSOG,Not LSOG,2,13,-1
451063787489998,2014-2018,44.809733,-67.28766,33,Not LSOG,Not LSOG,2,NA,-1
451063788489998,2014-2018,44.746649,-67.346327,138,LS,LS,8,18,-1
451063790489998,2014-2018,45.093392,-67.226987,79,Not LSOG,Not LSOG,3,19,-1
451063791489998,2014-2018,45.140361,-67.412198,73,Not LSOG,Not LSOG,4,20,-1
451063792489998,2014-2018,45.025341,-67.275823,39,Not LSOG,Not LSOG,1,NA,-1
451063793489998,2014-2018,44.961642,-67.387883,91,Not LSOG,Not LSOG,2,17,-1
451063794489998,2014-2018,45.057967,-67.471428,50,Not LSOG,Not LSOG,1,19,-1
451063795489998,2014-2018,44.90801,-67.425305,35,Not LSOG,Not LSOG,2,12,-1
451063796489998,2014-2018,44.982693,-67.530753,20,Not LSOG,Not LSOG,0,15,-1
451063797489998,2014-2018,44.92304,-67.601376,56,Not LSOG,Not LSOG,2,15,-1
451063798489998,2014-2018,44.819528,-67.484393,44,Not LSOG,Not LSOG,0,16,-1
451063799489998,2014-2018,44.869212,-67.662313,32,Not LSOG,Not LSOG,0,14,-1
451063802489998,2014-2018,44.385725,-68.64511,77,Not LSOG,Not LSOG,3,7,-1
451063803489998,2014-2018,44.813476,-68.909941,50,Not LSOG,Not LSOG,0,0,15
451063804489998,2014-2018,44.504634,-68.970943,40,Not LSOG,Not LSOG,1,3,-1
451063805489998,2014-2018,44.45497,-69.333578,40,Not LSOG,Not LSOG,3,20,-1
451063806489998,2014-2018,44.251,-69.36897,73,Not LSOG,Not LSOG,4,20,-1
451063809489998,2014-2018,46.268556,-68.880771,108,LS,Transitioning LS,6,14,15
451063810489998,2014-2018,44.87058,-70.003494,88,Transitioning LS,Not LSOG,4,0,15
451063811489998,2014-2018,44.710327,-70.144918,66,Not LSOG,Not LSOG,1,20,15
451063812489998,2014-2018,43.545771,-70.810078,100,Not LSOG,Not LSOG,4,19,-1
451063813489998,2014-2018,46.206256,-69.054048,110,Not LSOG,Not LSOG,3,17,15
451063815489998,2014-2018,45.237034,-70.509615,25,Not LSOG,Not LSOG,0,10,15
451063816489998,2014-2018,45.010366,-70.659042,34,Not LSOG,Not LSOG,0,9,15
451063817489998,2014-2018,46.548269,-69.767063,44,Not LSOG,Not LSOG,1,17,2
451063818489998,2014-2018,45.062557,-71.027229,83,Not LSOG,Not LSOG,3,3,15
451063819489998,2014-2018,45.024088,-71.025009,30,Not LSOG,Not LSOG,1,0,15
451063820489998,2014-2018,44.292659,-70.911233,55,Not LSOG,Not LSOG,2,21,-1
451063821489998,2014-2018,43.424809,-70.670415,60,Transitioning LS,Transitioning LS,5,18,-1
451063822489998,2014-2018,44.340144,-70.889168,82,Not LSOG,Not LSOG,3,21,-1
451063823489998,2014-2018,44.327616,-70.983645,91,Transitioning LS,Transitioning LS,5,21,-1
451063824489998,2014-2018,44.369203,-70.922734,95,Transitioning LS,Transitioning LS,5,15,-1
451063825489998,2014-2018,44.304599,-70.830997,72,Not LSOG,Not LSOG,1,20,-1
509641931126144,2019-2023,44.79974,-67.04813,63,Transitioning LS,Transitioning LS,5,19,-1
509641934126144,2019-2023,44.897999,-67.22222,86,Transitioning LS,Transitioning LS,5,14,-1
509641935126144,2019-2023,44.99234,-67.28043,74,Not LSOG,Not LSOG,3,8,-1
509641937126144,2019-2023,44.80271,-67.1854,30,Not LSOG,Not LSOG,2,11,-1
509641938126144,2019-2023,44.85901,-67.30806,45,Not LSOG,Not LSOG,3,5,-1
509641939126144,2019-2023,44.67453,-67.18799,68,Not LSOG,Not LSOG,3,13,-1
509641940126144,2019-2023,44.76005,-67.30038,61,Transitioning LS,Not LSOG,4,12,-1
509641941126144,2019-2023,44.69076,-67.35831,32,Not LSOG,Not LSOG,1,14,-1
509641942126144,2019-2023,44.80905,-67.54819,94,Not LSOG,Not LSOG,1,5,-1
509641944126144,2019-2023,44.59372,-67.6771,36,Not LSOG,Not LSOG,1,21,-1
509641945126144,2019-2023,45.13732,-67.20386,95,Transitioning LS,Not LSOG,4,14,-1
509641946126144,2019-2023,45.0709,-67.23852,91,Not LSOG,Not LSOG,3,11,-1
509641947126144,2019-2023,45.10218,-67.39723,88,Not LSOG,Not LSOG,1,13,-1
509641948126144,2019-2023,44.9337,-67.35585,108,Transitioning LS,Not LSOG,4,5,-1
509641949126144,2019-2023,44.83859,-67.42162,89,LS,Transitioning LS,6,6,-1
509641950126144,2019-2023,45.02512,-67.47284,41,Not LSOG,Not LSOG,1,8,-1
509641951126144,2019-2023,44.95066,-67.53303,82,Not LSOG,Not LSOG,2,7,-1
509641952126144,2019-2023,44.8362,-67.60076,84,Transitioning LS,Not LSOG,4,3,-1
509641953126144,2019-2023,44.72188,-67.54791,103,Not LSOG,Not LSOG,2,0,-1
509641954126144,2019-2023,44.64832,-67.60452,62,Transitioning LS,Not LSOG,4,16,-1
509641955126144,2019-2023,44.74763,-67.72403,37,Not LSOG,Not LSOG,2,14,-1
509641956126144,2019-2023,45.67397,-67.80914,50,Not LSOG,Not LSOG,0,5,-1
509641957126144,2019-2023,44.50905,-67.71106,70,Not LSOG,Not LSOG,3,15,-1
509641958126144,2019-2023,44.47163,-67.94997,60,Not LSOG,Not LSOG,3,17,-1
509641959126144,2019-2023,44.52416,-67.87414,70,Not LSOG,Not LSOG,4,18,-1
509641961126144,2019-2023,45.41226,-67.54035,52,Not LSOG,Not LSOG,2,20,-1
509641962126144,2019-2023,45.3415,-67.57952,48,Not LSOG,Not LSOG,0,12,-1
509641963126144,2019-2023,45.29761,-67.47939,101,Not LSOG,Not LSOG,3,10,-1
509641964126144,2019-2023,45.24966,-67.46716,33,Not LSOG,Not LSOG,0,NA,-1
509641965126144,2019-2023,45.19996,-67.52267,63,Not LSOG,Not LSOG,1,18,-1
509641966126144,2019-2023,45.28115,-67.65695,129,Transitioning LS,Transitioning LS,5,12,-1
509641967126144,2019-2023,45.12483,-67.57684,76,Not LSOG,Not LSOG,0,16,-1
509641968126144,2019-2023,45.20663,-67.71854,65,Not LSOG,Not LSOG,2,6,-1
509641969126144,2019-2023,45.11721,-67.70254,117,Not LSOG,Not LSOG,1,4,-1
509641970126144,2019-2023,45.04936,-67.65003,34,Not LSOG,Not LSOG,0,5,-1
509641971126144,2019-2023,44.97382,-67.71196,66,Not LSOG,Not LSOG,2,13,-1
509641972126144,2019-2023,45.10091,-67.89125,38,Not LSOG,Not LSOG,0,5,-1
509641973126144,2019-2023,44.92615,-67.77464,93,Transitioning LS,Not LSOG,4,5,-1
509641974126144,2019-2023,45.01112,-67.91339,78,Not LSOG,Not LSOG,1,6,-1
509641975126144,2019-2023,44.93013,-67.95938,37,Not LSOG,Not LSOG,1,13,15
509641976126144,2019-2023,44.88406,-67.83771,106,Transitioning LS,Not LSOG,4,9,-1
509641977126144,2019-2023,44.857,-67.8914,68,Not LSOG,Not LSOG,0,13,-1
509641978126144,2019-2023,44.76173,-67.88135,0,Not LSOG,Not LSOG,0,0,-1
509641979126144,2019-2023,44.86236,-68.01613,89,Not LSOG,Not LSOG,2,15,15
509641980126144,2019-2023,44.69997,-67.94882,50,Not LSOG,Not LSOG,2,3,15
509641981126144,2019-2023,44.79812,-68.07063,72,Transitioning LS,Not LSOG,4,3,15
509641982126144,2019-2023,44.72547,-68.16763,36,Not LSOG,Not LSOG,0,11,15
509641983126144,2019-2023,44.61349,-68.0002,58,Not LSOG,Not LSOG,2,0,-1
509641984126144,2019-2023,44.56048,-68.06313,95,Transitioning LS,Transitioning LS,5,13,-1
509641985126144,2019-2023,44.65336,-68.19299,80,Transitioning LS,Transitioning LS,5,3,-1
509641986126144,2019-2023,44.49637,-68.12756,36,Not LSOG,Not LSOG,0,14,-1
509641987126144,2019-2023,44.66203,-68.30597,60,Not LSOG,Not LSOG,1,13,-1
509641988126144,2019-2023,44.50902,-68.31112,55,Not LSOG,Not LSOG,2,8,-1
509641989126144,2019-2023,44.49083,-68.17901,98,Not LSOG,Not LSOG,2,14,-1
509641993126144,2019-2023,44.30011,-68.32499,66,Transitioning LS,Not LSOG,4,15,-1
509641994126144,2019-2023,44.15078,-68.4252,45,Not LSOG,Not LSOG,0,5,-1
509641995126144,2019-2023,44.23756,-68.53436,69,Not LSOG,Not LSOG,3,10,-1
509641997126144,2019-2023,45.615083,-67.768481,73,Not LSOG,Not LSOG,1,17,-1
509641998126144,2019-2023,45.44466,-67.69255,81,Not LSOG,Not LSOG,3,3,-1
509641999126144,2019-2023,45.30151,-67.81397,101,Not LSOG,Not LSOG,3,4,-1
509642000126144,2019-2023,45.39938,-67.94866,71,Not LSOG,Not LSOG,2,18,15
509642002126144,2019-2023,45.16423,-67.93737,88,Transitioning LS,Not LSOG,4,9,15
509642003126144,2019-2023,45.18849,-68.11492,50,Not LSOG,Not LSOG,0,4,15
509642004126144,2019-2023,45.02883,-68.06517,40,Not LSOG,Not LSOG,0,10,15
509642005126144,2019-2023,44.95424,-68.13442,53,Not LSOG,Not LSOG,1,12,15
509642006126144,2019-2023,45.02623,-68.18843,76,Not LSOG,Not LSOG,2,13,15
509642007126144,2019-2023,44.98175,-68.31046,95,Transitioning LS,Transitioning LS,5,15,15
509642008126144,2019-2023,44.82009,-68.21721,102,Transitioning LS,Transitioning LS,5,7,15
509642009126144,2019-2023,44.56878,-68.35525,37,Not LSOG,Not LSOG,1,18,-1
509642010126144,2019-2023,44.86221,-68.47808,60,Not LSOG,Not LSOG,1,15,15
509642012126144,2019-2023,44.54882,-68.47232,76,Not LSOG,Not LSOG,3,13,-1
509642013126144,2019-2023,44.68255,-68.73187,73,Not LSOG,Not LSOG,3,18,-1
509642014126144,2019-2023,44.39909,-68.57862,105,Transitioning LS,Not LSOG,4,12,-1
509642018126144,2019-2023,45.75766,-67.83538,64,Not LSOG,Not LSOG,3,18,-1
509642019126144,2019-2023,45.84685,-67.92282,78,Not LSOG,Not LSOG,3,18,15
509642020126144,2019-2023,45.72897,-67.83048,43,Not LSOG,Not LSOG,2,15,-1
509642021126144,2019-2023,45.6946,-67.85877,27,Not LSOG,Not LSOG,0,16,-1
509642024126144,2019-2023,45.47238,-67.88829,92,Not LSOG,Not LSOG,2,12,-1
509642025126144,2019-2023,45.53197,-67.9556,82,Transitioning LS,Transitioning LS,5,16,15
509642026126144,2019-2023,45.65391,-68.14088,34,Not LSOG,Not LSOG,2,16,15
509642027126144,2019-2023,45.49019,-68.06919,70,Not LSOG,Not LSOG,2,16,15
509642028126144,2019-2023,45.4205,-68.11448,30,Not LSOG,Not LSOG,2,19,15
509642029126144,2019-2023,45.33015,-68.00112,36,Not LSOG,Not LSOG,1,16,15
509642030126144,2019-2023,45.282852,-68.040238,84,Transitioning LS,Not LSOG,4,14,15
509642031126144,2019-2023,45.35346,-68.17171,87,Not LSOG,Not LSOG,1,16,15
509642033126144,2019-2023,45.28229,-68.12337,93,Not LSOG,Not LSOG,4,20,15
509642034126144,2019-2023,45.12159,-68.29552,23,Not LSOG,Not LSOG,0,17,15
509642035126144,2019-2023,45.208,-68.31131,50,Not LSOG,Not LSOG,0,7,15
509642036126144,2019-2023,45.12068,-68.17936,88,Transitioning LS,Not LSOG,4,15,15
509642037126144,2019-2023,45.04645,-68.24393,35,Not LSOG,Not LSOG,3,7,15
509642038126144,2019-2023,45.14139,-68.36429,86,Transitioning LS,Not LSOG,4,0,15
509642039126144,2019-2023,45.24076,-68.47567,105,Transitioning LS,Not LSOG,4,15,15
509642040126144,2019-2023,45.07786,-68.43251,42,Not LSOG,Not LSOG,0,12,15
509642041126144,2019-2023,45.00817,-68.47659,88,Not LSOG,Not LSOG,3,16,15
509642042126144,2019-2023,44.91191,-68.365710000000007,100,Not LSOG,Not LSOG,2,13,15
509642043126144,2019-2023,44.85619,-68.40268,40,Not LSOG,Not LSOG,0,14,15
509642044126144,2019-2023,44.9346,-68.52751,63,Not LSOG,Not LSOG,2,14,15
509642045126144,2019-2023,44.98891,-68.6527,79,Not LSOG,Not LSOG,0,14,15
509642046126144,2019-2023,44.88859,-68.53756,60,Not LSOG,Not LSOG,1,10,15
509642047126144,2019-2023,44.86027,-68.59539,40,Not LSOG,Not LSOG,1,0,15
509642049126144,2019-2023,44.69964,-68.53143,92,Not LSOG,Not LSOG,4,22,15
509642050126144,2019-2023,44.65671,-68.60702,81,Not LSOG,Not LSOG,3,11,-1
509642051126144,2019-2023,44.72891,-68.71284,75,Not LSOG,Not LSOG,1,0,15
509642052126144,2019-2023,44.81375,-69.00352,62,Not LSOG,Not LSOG,2,16,15
509642053126144,2019-2023,44.6555,-68.76525,76,Not LSOG,Not LSOG,1,4,-1
509642054126144,2019-2023,44.57404,-68.82427,79,Transitioning LS,Not LSOG,4,17,-1
509642056126144,2019-2023,44.42365,-68.76891,56,Not LSOG,Not LSOG,1,20,-1
509642057126144,2019-2023,44.53642,-68.89995,73,Transitioning LS,Not LSOG,4,15,-1
509642058126144,2019-2023,44.62922,-69.01646,69,OG,OG,9,20,-1
509642059126144,2019-2023,44.46919,-68.88707,54,Not LSOG,Not LSOG,0,5,-1
509642060126144,2019-2023,44.43332,-68.96937,59,Not LSOG,Not LSOG,3,3,-1
509642061126144,2019-2023,44.37374,-69.00124,80,Transitioning LS,Transitioning LS,5,12,-1
509642062126144,2019-2023,44.3315,-69.12525,114,Not LSOG,Not LSOG,4,21,-1
509642063126144,2019-2023,44.42173,-69.13169,58,Transitioning LS,Not LSOG,4,NA,-1
509642065126144,2019-2023,44.12427,-69.16975,61,Not LSOG,Not LSOG,2,20,-1
509642066126144,2019-2023,44.07625,-69.0576,96,Transitioning LS,Transitioning LS,6,21,-1
509642068126144,2019-2023,44.10074,-69.2383,70,Transitioning LS,Not LSOG,4,5,-1
509642069126144,2019-2023,44.19612,-69.35685,65,Not LSOG,Not LSOG,1,17,-1
509642070126144,2019-2023,44.05677,-69.23601,55,Not LSOG,Not LSOG,2,19,-1
509642071126144,2019-2023,44.02668,-69.29658,63,Not LSOG,Not LSOG,2,0,-1
509642073126144,2019-2023,43.98818,-69.51656,45,Not LSOG,Not LSOG,0,15,-1
509642074126144,2019-2023,46.47353,-67.83011,40,Not LSOG,Not LSOG,0,0,-1
509642076126144,2019-2023,46.17085,-67.855950000000007,73,Not LSOG,Not LSOG,0,10,-1
509642077126144,2019-2023,46.26196,-67.99806,77,Not LSOG,Not LSOG,1,19,15
509642078126144,2019-2023,46.0967,-67.91861,108,Transitioning LS,Not LSOG,4,NA,15
509642079126144,2019-2023,45.99459,-67.84537,45,Not LSOG,Not LSOG,0,17,-1
509642080126144,2019-2023,45.95135,-67.85142,76,Not LSOG,Not LSOG,0,15,-1
509642081126144,2019-2023,46.03014,-67.99657,55,Not LSOG,Not LSOG,3,8,15
509642082126144,2019-2023,45.96682,-68.04375,61,Not LSOG,Not LSOG,1,15,15
509642083126144,2019-2023,46.0537,-68.17363,15,Not LSOG,Not LSOG,1,19,15
509642084126144,2019-2023,45.86872,-68.17836,37,Not LSOG,Not LSOG,0,4,15
509642085126144,2019-2023,45.79221,-67.99894,36,Not LSOG,Not LSOG,2,17,15
509642086126144,2019-2023,45.73761,-68.05742,130,Transitioning LS,Transitioning LS,6,18,15
509642087126144,2019-2023,45.86039,-68.10142,111,Not LSOG,Not LSOG,4,21,15
509642088126144,2019-2023,45.81336,-68.16958,80,Not LSOG,Not LSOG,1,12,15
509642089126144,2019-2023,45.73563,-68.22397,24,Not LSOG,Not LSOG,3,22,15
509642090126144,2019-2023,45.84593,-68.3317,78,Not LSOG,Not LSOG,4,18,15
509642091126144,2019-2023,45.672,-68.2683,34,Not LSOG,Not LSOG,2,17,15
509642092126144,2019-2023,45.60044,-68.18605,131,Transitioning LS,Transitioning LS,5,16,15
509642093126144,2019-2023,45.52283,-68.23083,125,Transitioning LS,Not LSOG,4,12,15
509642094126144,2019-2023,45.59761,-68.3375,43,Not LSOG,Not LSOG,2,19,15
509642095126144,2019-2023,45.54666,-68.39389,47,Not LSOG,Not LSOG,2,10,15
509642096126144,2019-2023,45.63625,-68.52776,105,Not LSOG,Not LSOG,3,17,15
509642097126144,2019-2023,45.47432,-68.47343,70,Not LSOG,Not LSOG,2,17,15
509642098126144,2019-2023,45.37931,-68.39461,88,Not LSOG,Not LSOG,3,12,15
509642099126144,2019-2023,45.31279,-68.43383,48,Not LSOG,Not LSOG,1,12,15
509642101126144,2019-2023,45.33956,-68.58089,99,OG,LS,8,NA,15
509642102126144,2019-2023,45.50029,-68.6491,92,Not LSOG,Not LSOG,3,22,15
509642103126144,2019-2023,45.27968,-68.65479,67,Not LSOG,Not LSOG,1,15,15
509642104126144,2019-2023,45.17267,-68.5063,52,Not LSOG,Not LSOG,2,12,15
509642106126144,2019-2023,45.19268,-68.71502,75,Not LSOG,Not LSOG,1,15,15
509642107126144,2019-2023,45.20345,-68.75708,47,Not LSOG,Not LSOG,0,15,15
509642108126144,2019-2023,45.20788,-68.90967,45,Not LSOG,Not LSOG,2,4,15
509642109126144,2019-2023,45.06078,-68.83787,32,Not LSOG,Not LSOG,1,13,15
509642110126144,2019-2023,44.8836,-68.88773,67,Not LSOG,Not LSOG,1,14,15
509642113126144,2019-2023,44.92017,-68.94388,64,Not LSOG,Not LSOG,0,10,15
509642115126144,2019-2023,44.84323,-69.01446,42,Not LSOG,Not LSOG,0,3,15
509642116126144,2019-2023,44.82038,-68.9504,37,Not LSOG,Not LSOG,3,6,15
509642118126144,2019-2023,44.77345,-69.04898,35,Not LSOG,Not LSOG,2,17,15
509642119126144,2019-2023,44.65971,-69.12684,51,Not LSOG,Not LSOG,1,21,-1
509642120126144,2019-2023,44.80449,-69.2259,33,Not LSOG,Not LSOG,2,18,15
509642121126144,2019-2023,44.64059,-69.1839,31,Not LSOG,Not LSOG,1,20,-1
509642122126144,2019-2023,44.501913,-69.149634,70,Not LSOG,Not LSOG,3,21,-1
509642123126144,2019-2023,44.46481,-69.15438,43,Not LSOG,Not LSOG,2,23,-1
509642124126144,2019-2023,44.61915,-69.23531,65,Not LSOG,Not LSOG,1,19,-1
509642125126144,2019-2023,44.55956,-69.2493,43,Not LSOG,Not LSOG,2,17,-1
509642126126144,2019-2023,44.49353,-69.30602,53,Not LSOG,Not LSOG,2,0,-1
509642128126144,2019-2023,44.44746,-69.41475,87,Transitioning LS,Transitioning LS,5,0,-1
509642129126144,2019-2023,44.33104,-69.23332,95,Transitioning LS,Transitioning LS,5,19,-1
509642130126144,2019-2023,44.27866,-69.28741,35,Not LSOG,Not LSOG,0,17,-1
509642131126144,2019-2023,44.38044,-69.36018,86,Transitioning LS,Not LSOG,4,14,-1
509642132126144,2019-2023,44.2769,-69.471,72,Not LSOG,Not LSOG,2,15,-1
509642133126144,2019-2023,44.37813,-69.59376,63,Not LSOG,Not LSOG,2,6,-1
509642135126144,2019-2023,44.11048,-69.42583,87,Not LSOG,Not LSOG,3,NA,-1
509642136126144,2019-2023,44.05184,-69.46112,75,Not LSOG,Not LSOG,4,22,-1
509642137126144,2019-2023,44.1483,-69.59167,73,Not LSOG,Not LSOG,2,3,-1
509642138126144,2019-2023,44.07762,-69.64104,60,Not LSOG,Not LSOG,4,19,-1
509642139126144,2019-2023,44.13854,-69.69594,55,Not LSOG,Not LSOG,2,20,-1
509642140126144,2019-2023,43.99969,-69.69451,96,Transitioning LS,Not LSOG,4,16,-1
509642141126144,2019-2023,44.02442,-69.63737,87,Transitioning LS,Transitioning LS,5,5,-1
509642143126144,2019-2023,43.93328,-69.76058,62,Not LSOG,Not LSOG,4,19,-1
509642144126144,2019-2023,43.8629,-69.78851,92,Not LSOG,Not LSOG,3,18,-1
509642145126144,2019-2023,43.9567,-69.94797,72,Not LSOG,Not LSOG,3,18,-1
509642146126144,2019-2023,43.74487,-69.86716,95,LS,Transitioning LS,6,17,-1
509642148126144,2019-2023,46.70617,-67.78951,25,Not LSOG,Not LSOG,0,15,-1
509642149126144,2019-2023,46.63095,-67.83811,43,Not LSOG,Not LSOG,2,13,-1
509642150126144,2019-2023,46.55121,-67.79527,29,Not LSOG,Not LSOG,0,8,-1
509642153126144,2019-2023,46.21535,-67.98039,30,Not LSOG,Not LSOG,0,15,15
509642154126144,2019-2023,46.48788,-67.9661,58,Not LSOG,Not LSOG,0,3,15
509642155126144,2019-2023,46.36405,-67.86238,25,Not LSOG,Not LSOG,0,17,-1
509642156126144,2019-2023,46.35211,-68.12046,28,Not LSOG,Not LSOG,2,11,15
509642157126144,2019-2023,46.1907,-68.04927,88,Not LSOG,Not LSOG,2,0,15
509642158126144,2019-2023,46.12074,-68.11501,39,Not LSOG,Not LSOG,3,0,15
509642159126144,2019-2023,46.26756,-68.33864,37,Not LSOG,Not LSOG,2,6,15
509642160126144,2019-2023,46.14429,-68.16435,79,Not LSOG,Not LSOG,2,16,15
509642161126144,2019-2023,46.07938,-68.2316,45,Not LSOG,Not LSOG,2,16,15
509642162126144,2019-2023,45.98693,-68.22394,89,Transitioning LS,Not LSOG,4,16,15
509642163126144,2019-2023,45.72868,-68.41295,36,Not LSOG,Not LSOG,2,20,15
509642164126144,2019-2023,46.01262,-68.4113,34,Not LSOG,Not LSOG,2,5,15
509642165126144,2019-2023,45.93035,-68.46755,40,Not LSOG,Not LSOG,3,17,15
509642166126144,2019-2023,45.77291,-68.41086,120,Transitioning LS,Transitioning LS,5,8,15
509642167126144,2019-2023,45.70065,-68.46628,23,Not LSOG,Not LSOG,1,7,15
509642168126144,2019-2023,45.86837,-68.52064,48,Not LSOG,Not LSOG,1,15,15
509642169126144,2019-2023,45.79375,-68.59949,96,Not LSOG,Not LSOG,3,17,15
509642170126144,2019-2023,45.74006,-68.65342,65,Not LSOG,Not LSOG,1,17,15
509642171126144,2019-2023,45.73062,-68.53447,69,Not LSOG,Not LSOG,1,14,15
509642172126144,2019-2023,45.56521,-68.58842,98,Not LSOG,Not LSOG,3,14,15
509642173126144,2019-2023,45.45256,-68.71903,20,Not LSOG,Not LSOG,1,23,15
509642174126144,2019-2023,45.61068,-68.7567,70,Not LSOG,Not LSOG,3,4,15
509642175126144,2019-2023,45.5365,-68.83023,55,Not LSOG,Not LSOG,3,19,15
509642176126144,2019-2023,45.35886,-68.78687,75,Not LSOG,Not LSOG,0,6,15
509642177126144,2019-2023,45.26752,-68.84901,80,Transitioning LS,Transitioning LS,5,5,15
509642178126144,2019-2023,45.40733,-68.89498,67,Not LSOG,Not LSOG,2,18,15
509642179126144,2019-2023,45.30455,-68.88495,75,Not LSOG,Not LSOG,2,21,15
509642180126144,2019-2023,45.30931,-69.00697,48,Not LSOG,Not LSOG,0,17,15
509642181126144,2019-2023,45.14584,-68.94638,85,Not LSOG,Not LSOG,2,14,15
509642182126144,2019-2023,45.09047,-69.00536,65,Not LSOG,Not LSOG,3,0,15
509642183126144,2019-2023,45.22542,-69.07463,70,Not LSOG,Not LSOG,3,19,15
509642184126144,2019-2023,45.25897,-69.12843,78,Transitioning LS,Not LSOG,4,16,15
509642185126144,2019-2023,45.0987,-69.30976,48,Not LSOG,Not LSOG,2,15,15
509642186126144,2019-2023,44.9374,-69.1312,83,Transitioning LS,Transitioning LS,5,19,15
509642187126144,2019-2023,44.87902,-69.20877,40,Not LSOG,Not LSOG,2,0,15
509642188126144,2019-2023,44.97765,-69.31135,55,Not LSOG,Not LSOG,1,0,15
509642189126144,2019-2023,44.89015,-69.22557,60,Not LSOG,Not LSOG,0,0,15
509642190126144,2019-2023,44.89336,-69.34765,55,Not LSOG,Not LSOG,1,0,15
509642191126144,2019-2023,44.74937,-69.31992,30,Not LSOG,Not LSOG,0,7,15
509642192126144,2019-2023,44.652589999999996,-69.35448,71,LS,LS,7,21,-1
509642193126144,2019-2023,45.0069,-69.51714,60,Not LSOG,Not LSOG,3,14,15
509642200126144,2019-2023,44.46972,-69.70766,133,Transitioning LS,Transitioning LS,6,21,-1
509642201126144,2019-2023,44.31165,-69.65106,83,Not LSOG,Not LSOG,3,0,-1
509642202126144,2019-2023,44.24101,-69.70095,62,Not LSOG,Not LSOG,4,19,-1
509642205126144,2019-2023,44.09692,-69.80331,62,Not LSOG,Not LSOG,2,20,-1
509642206126144,2019-2023,44.02199,-69.87054,69,Not LSOG,Not LSOG,2,16,-1
509642207126144,2019-2023,44.11271,-69.98548,65,Not LSOG,Not LSOG,3,22,-1
509642209126144,2019-2023,43.982170000000004,-70.0954,65,Not LSOG,Not LSOG,3,14,-1
509642210126144,2019-2023,43.90703,-69.97304,104,Transitioning LS,Transitioning LS,5,15,-1
509642212126144,2019-2023,44.03527,-70.05233,69,Transitioning LS,Transitioning LS,6,22,-1
509642213126144,2019-2023,43.89498,-70.15922,60,Not LSOG,Not LSOG,3,5,-1
509642214126144,2019-2023,43.82845,-70.21128,90,Transitioning LS,Transitioning LS,5,20,-1
509642217126144,2019-2023,43.62318,-70.40477,75,Not LSOG,Not LSOG,3,7,-1
509642220126144,2019-2023,43.34346,-70.62373,66,Transitioning LS,Transitioning LS,5,17,-1
509642221126144,2019-2023,43.27463,-70.67314,71,Not LSOG,Not LSOG,3,21,-1
509642222126144,2019-2023,43.21555,-70.61081,67,Not LSOG,Not LSOG,2,16,-1
509642223126144,2019-2023,43.19065,-70.70089,81,Transitioning LS,Transitioning LS,6,20,-1
509642224126144,2019-2023,47.022,-67.8997,97,Transitioning LS,Transitioning LS,5,14,15
509642225126144,2019-2023,46.84378,-67.86186,94,Transitioning LS,Transitioning LS,6,19,-1
509642226126144,2019-2023,46.95804,-67.93423,35,Not LSOG,Not LSOG,0,13,15
509642229126144,2019-2023,46.81786,-68.08173,40,Not LSOG,Not LSOG,0,8,15
509642230126144,2019-2023,46.73387,-67.97707,50,Not LSOG,Not LSOG,0,0,15
509642232126144,2019-2023,46.74777,-68.14588,65,Not LSOG,Not LSOG,2,17,15
509642233126144,2019-2023,46.58278,-68.08921,49,Not LSOG,Not LSOG,1,16,15
509642234126144,2019-2023,46.77074,-68.0663,55,Not LSOG,Not LSOG,1,16,15
509642235126144,2019-2023,46.68475,-68.21526,30,Not LSOG,Not LSOG,1,20,15
509642236126144,2019-2023,46.6165,-68.27824,106,Transitioning LS,Not LSOG,4,13,15
509642237126144,2019-2023,46.50304,-68.12421,85,Not LSOG,Not LSOG,2,20,15
509642238126144,2019-2023,46.5716,-68.16323,40,Not LSOG,Not LSOG,2,15,1
509642239126144,2019-2023,46.54581,-68.33313,50,Not LSOG,Not LSOG,3,10,15
509642240126144,2019-2023,46.40012,-68.28823,55,Not LSOG,Not LSOG,4,19,15
509642241126144,2019-2023,46.47873,-68.40534,40,Not LSOG,Not LSOG,2,12,15
509642242126144,2019-2023,46.39286,-68.48542,35,Not LSOG,Not LSOG,1,18,15
509642243126144,2019-2023,46.29017,-68.33259,38,Transitioning LS,Not LSOG,4,0,15
509642244126144,2019-2023,46.23428,-68.39933,20,Not LSOG,Not LSOG,0,8,15
509642245126144,2019-2023,46.32703,-68.51906,35,Not LSOG,Not LSOG,1,14,15
509642246126144,2019-2023,46.14671,-68.47632,99,Transitioning LS,Not LSOG,4,14,15
509642247126144,2019-2023,46.26172,-68.58875,30,Not LSOG,Not LSOG,1,12,15
509642248126144,2019-2023,46.1944,-68.65395,47,Not LSOG,Not LSOG,0,11,15
509642249126144,2019-2023,46.10399,-68.52436,50,Not LSOG,Not LSOG,0,15,15
509642250126144,2019-2023,46.02847,-68.58569,30,Not LSOG,Not LSOG,2,21,15
509642251126144,2019-2023,46.13315,-68.73202,55,Not LSOG,Not LSOG,1,11,15
509642252126144,2019-2023,45.969,-68.66199,73,Not LSOG,Not LSOG,2,7,15
509642253126144,2019-2023,45.89075,-68.70738,82,Not LSOG,Not LSOG,3,6,15
